,cat_name,num_images,num_videos,age,breed,color,size,sex,characteristics,house_trained,health,good_in_a_home_with,adoption_fee,prefers_a_home_without,coat_length,pet_story_num_words,rescue_group,data_set
27,"Hercules, Gabby & Milo",0,0,Kitten,Domestic Short Hair Mix,Tabby (Tiger Striped),Medium,Female,"Friendly, Affectionate, Playful, Smart, Curious",Yes,Vaccinations up to date.,"Other cats, children.",,,Short,112.0,Alleykattz Rescue,one_day
28,Frannie,0,0,Kitten,Domestic Short Hair Mix,Black & White / Tuxedo,Medium,Female,"Friendly, Affectionate, Gentle, Playful, Smart, Curious",Yes,Vaccinations up to date.,"Other cats, children.",,,Short,103.0,Alleykattz Rescue,one_day
29,Louie,0,0,Kitten,Domestic Short Hair Mix,Tabby (Tiger Striped),Medium,Male,"Friendly, Affectionate, Playful, Smart, Gentle, Curious",Yes,Vaccinations up to date.,"Other cats, children.",,,,104.0,Alleykattz Rescue,one_day
30,Faith,0,0,Kitten,Domestic Short Hair Mix,Gray & White,Medium,Female,"Friendly, Affectionate, Playful, Smart, Curious",Yes,Vaccinations up to date.,"Other cats, children.",,,Short,101.0,Alleykattz Rescue,one_day
31,Molly,0,0,Adult,Siamese,Brown / Chocolate,Medium,Female,"Friendly, Affectionate, Loyal, Gentle, Smart, Curious, Independent, Quiet, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs.",,,Short,159.0,S.A.R.A. Inc.,one_day
32,Booker,3,0,Young,Domestic Short Hair & Tabby Mix,Orange / Red,Large,Male,"Friendly, Affectionate, Loyal, Gentle, Curious, Smart, Funny, Athletic, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,Short,137.0,S.A.R.A. Inc.,one_day
33,Ghost,0,0,Senior,Domestic Short Hair,White,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,,37.0,Humane Society of Westchester at New Rochelle,one_day
34,Nubuck,5,0,Kitten,Domestic Short Hair,Black,Medium,Male,"Friendly, Affectionate, Gentle, Playful, Smart, Brave, Curious, Independent, Funny, Athletic, Loves kisses",Yes,Vaccinations up to date.,"Other cats, dogs, children.",,,Short,64.0,Montville Animal Shelter,one_day
35,Leather,6,0,Kitten,Domestic Long Hair,Black,Medium,Male,"Friendly, Affectionate, Gentle, Playful, Smart, Brave, Curious, Independent, Funny, Athletic, Loves kisses",Yes,Vaccinations up to date.,"Other cats, dogs, children.",,,Long,64.0,Montville Animal Shelter,one_day
36,Suede,4,0,Kitten,Domestic Long Hair,Black,Medium,Female,"Friendly, Affectionate, Gentle, Playful, Smart, Brave, Curious, Independent, Funny, Athletic, Loves kisses",Yes,Vaccinations up to date.,"Other cats, dogs, children.",,,Long,64.0,Montville Animal Shelter,one_day
37,Patent,4,0,Kitten,Domestic Short Hair,Tabby (Buff / Tan / Fawn),Medium,Female,"Friendly, Affectionate, Gentle, Playful, Smart, Brave, Curious, Independent, Funny, Athletic, Loves kisses",Yes,Vaccinations up to date.,"Other cats, dogs, children.",,,Short,64.0,Montville Animal Shelter,one_day
0,Sylvie,4,0,Adult,Domestic Short Hair,Tabby (Brown / Chocolate),Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,Children.,Short,263.0,City Critters Inc.,seven_days
1,Carrot,6,0,Kitten,Domestic Short Hair,Orange / Red,Small,Male,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,Short,109.0,City Critters Inc.,seven_days
2,Mickey,4,0,Adult,Bombay & Domestic Short Hair Mix,Black,Medium,Male,"Friendly, Affectionate, Gentle, Playful, Curious, Quiet, Dignified",Yes,Spayed / neutered.,"Other cats, dogs, children.",,,Short,126.0,Ready For Rescue,seven_days
3,Lah Lah,5,1,Senior,Domestic Short Hair,Black,Medium,Male,"Friendly, Playful, Curious, Brave, Smart, Funny, Affectionate",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,171.0,Ready For Rescue,seven_days
4,Jackie,6,0,Young,Domestic Short Hair,,Medium,Female,"Affectionate, Friendly, Gentle, Smart, Playful, Quiet",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",$300.00,,Medium,165.0,"Good World Animal Rescue and Protection,…",seven_days
5,Dusty and Oliver,6,0,Kitten,Domestic Short Hair,,Small,Female,,Yes,,,$300.00,,,295.0,Waggytail Rescue,seven_days
6,Mister,2,0,Adult,Domestic Short Hair,Black & White / Tuxedo,Large,Male,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,,449.0,Brooklyn Bridge Animal Welfare Coalition,seven_days
7,Gold Fleck,3,0,Young,Domestic Short Hair,,Medium,Female,,Yes,Spayed / neutered.,Other cats.,,,,150.0,Brooklyn Bridge Animal Welfare Coalition,seven_days
8,Magic,3,0,Young,Domestic Short Hair,,Medium,Male,,Yes,Spayed / neutered.,"Other cats, dogs, children.",,,,73.0,Brooklyn Bridge Animal Welfare Coalition,seven_days
9,Dr. Dillamond,3,0,Young,Domestic Short Hair,Gray & White,Medium,Male,,Yes,Spayed / neutered.,"Other cats, dogs, children.",,,,68.0,Brooklyn Bridge Animal Welfare Coalition,seven_days
10,Sterling,2,0,Adult,Domestic Short Hair,,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,,102.0,KittyKind,seven_days
11,Queenie,5,0,Adult,Domestic Long Hair & Calico Mix,Calico,Medium,Female,"Friendly, Couch potato, Gentle, Quiet",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$150.00,Children.,Long,132.0,Jersey Tails,seven_days
12,Vern and Billy Bob,4,0,Kitten,Domestic Short Hair & Domestic Long Hair Mix,Tabby (Gray / Blue / Silver),Small,Male,"Friendly, Affectionate, Playful, Curious, Funny",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,Medium,161.0,Animal Lighthouse Rescue,seven_days
13,Miss Misstoffelees,6,0,Young,Domestic Short Hair,Black,Medium,Female,", Affectionate, Gentle, Playful, Friendly, Curious, Funny, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$150.00,"Dogs, children.",Short,364.0,AdvoCat Rescue,seven_days
14,Fries & Mash - Bonded Brothers,6,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Small,Male,"Friendly, Affectionate, Playful, Gentle, Curious, Independent, Funny, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$125.00,Children.,Short,229.0,AdvoCat Rescue,seven_days
15,Mash & Fries - Bonded Brothers,6,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Small,Male,"Playful, Gentle, Curious, Independent, Funny, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$125.00,Children.,Short,229.0,AdvoCat Rescue,seven_days
16,The Jimmy,6,0,Kitten,Domestic Short Hair,Gray & White,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$200.00,,Short,264.0,AdvoCat Rescue,seven_days
17,Hermione - Hogwarts Kittens,6,0,Kitten,Domestic Short Hair,Calico,Medium,Female,,Yes,Vaccinations up to date.,Other cats.,$200.00,,Short,244.0,AdvoCat Rescue,seven_days
18,Ron - Hogwarts Kittens,6,0,Kitten,Domestic Short Hair,Tabby (Buff / Tan / Fawn),Medium,Male,,Yes,Vaccinations up to date.,Other cats.,$200.00,,Short,244.0,AdvoCat Rescue,seven_days
19,Harry - Hogwarts Kittens,6,0,Kitten,Domestic Short Hair,Buff / Tan / Fawn,Medium,Male,,Yes,Vaccinations up to date.,Other cats.,$200.00,,Short,244.0,AdvoCat Rescue,seven_days
20,Ivory Iris,0,0,Kitten,Domestic Short Hair,Tabby (Gray / Blue / Silver),Small,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,49.0,Liberty Humane Society,seven_days
21,Ida Iris,0,0,Kitten,Domestic Short Hair,Tabby (Gray / Blue / Silver),Small,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,49.0,Liberty Humane Society,seven_days
22,Ianna Iris,0,0,Kitten,Domestic Short Hair,Tabby (Gray / Blue / Silver),Small,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,49.0,Liberty Humane Society,seven_days
23,Ivan Iris,0,0,Kitten,Domestic Short Hair,Tabby (Gray / Blue / Silver),Small,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,49.0,Liberty Humane Society,seven_days
24,Picasso Petunia,0,0,Kitten,Domestic Short Hair,Tabby (Orange / Red),Small,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,49.0,Liberty Humane Society,seven_days
25,Pepsi Petunia,0,0,Kitten,Domestic Short Hair,Tabby (Gray / Blue / Silver),Small,Male,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,49.0,Liberty Humane Society,seven_days
26,Patch Petunia,0,0,Kitten,Domestic Short Hair,Tabby (Brown / Chocolate),Small,Female,,Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,49.0,Liberty Humane Society,seven_days
27,Jackson Eo,3,1,Adult,Domestic Short Hair Mix,Tabby (Gray / Blue / Silver),Medium,Male,"Friendly, Affectionate, Loyal, Smart, Independent, Curious, Loves kisses, Gentle",Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,49.0,Liberty Humane Society,seven_days
28,Kandice Kalmia Eo,0,0,Kitten,Domestic Short Hair Mix,White,Small,Female,"Friendly, Affectionate",Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,87.0,Liberty Humane Society,seven_days
29,Nora Nolana,0,0,Kitten,Domestic Short Hair,Tortoiseshell,Small,Female,"Friendly, Affectionate, Curious, Loves kisses",Yes,Vaccinations up to date.,,,,Short,49.0,Liberty Humane Society,seven_days
30,Octavia,3,1,Kitten,American Shorthair Mix,Calico,Medium,Female,"Friendly, Playful, Gentle, Curious",Yes,Vaccinations up to date.,,,,Short,162.0,Whiskers-aGoGo Inc,seven_days
31,Sheikh,4,0,Young,Bengal Mix,Tabby (Leopard / Spotted),Large,Male,"Friendly, Affectionate, Playful, Athletic",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,198.0,Whiskers-aGoGo Inc,seven_days
32,"Favorite Babies-Wonton, Lichee, Sprout & Dumpling",3,0,Kitten,Domestic Short Hair,White,Small,Male,,Yes,,Other cats.,,,,313.0,Brooklyn Animal Action,seven_days
33,Find the Lost Boys! Adorable Kittens!,3,0,Kitten,Domestic Short Hair,Gray / Blue / Silver,Medium,Male,,Yes,Vaccinations up to date.,"Other cats, dogs, children.",,,,313.0,Brooklyn Animal Action,seven_days
34,Once Upon a Time Kittens! Wolfe and Haru,3,0,Kitten,Domestic Short Hair,Gray & White,Medium,Male,,Yes,Vaccinations up to date.,"Other cats, dogs, children.",,,,234.0,Brooklyn Animal Action,seven_days
35,Jack & Ace: A Royal Duo!,3,0,Kitten,Domestic Short Hair Mix,Orange & White,Medium,Male,,Yes,,"Other cats, dogs, children.",,,,155.0,Brooklyn Animal Action,seven_days
36,Royal and Oakley: Stunning sibling kittens,3,0,Kitten,Russian Blue & Domestic Short Hair Mix,Gray / Blue / Silver,Medium,Female,,Yes,Vaccinations up to date.,"Other cats, dogs, children.",,,,183.0,Brooklyn Animal Action,seven_days
37,Basil and Sage: Spice Kittens!,3,0,Kitten,Domestic Short Hair,,Medium,Female,,Yes,Vaccinations up to date.,"Other cats, dogs, children.",,,,193.0,Brooklyn Animal Action,seven_days
38,Thyme and Chive: Spice Kittens!,3,0,Kitten,Domestic Short Hair,,Medium,Male,,Yes,Vaccinations up to date.,"Other cats, children.",,,,187.0,Brooklyn Animal Action,seven_days
39,Rosemary and Parsley: Spice Kittens!,3,0,Kitten,Domestic Short Hair,,Medium,Female,,Yes,Vaccinations up to date.,"Other cats, children.",,,,183.0,Brooklyn Animal Action,seven_days
40,Clarissa Dilute Calico Sweet Beauty!,3,0,Young,Calico,,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,,197.0,Brooklyn Animal Action,seven_days
41,Golden-Eyed Zahara Loving Young Calico,3,0,Young,Calico,,Medium,Female,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,,170.0,Brooklyn Animal Action,seven_days
42,O-Mazing Olaf! Super Sweet Young Orange!,3,0,Young,Domestic Short Hair,Orange & White,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,,194.0,Brooklyn Animal Action,seven_days
43,Jumping Pixel!,3,0,Young,Domestic Short Hair & Tabby Mix,,Medium,Male,,Yes,Spayed / neutered.,Other cats.,,,,234.0,Brooklyn Animal Action,seven_days
44,Ben & Jerry: Kittens As sweet as Ice Cream,3,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,,265.0,Brooklyn Animal Action,seven_days
45,Simba,6,0,Adult,Domestic Long Hair,Tabby (Brown / Chocolate),Large,Male,"Friendly, Affectionate, Loyal, Gentle, Smart, Funny, Couch potato, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Long,291.0,JerseyCats,seven_days
46,Ziggy,5,0,Adult,Domestic Short Hair,Tabby (Brown / Chocolate),Medium,Male,"Friendly, Affectionate, Playful, Athletic",Yes,"Vaccinations up to date, spayed / neutered.",,$150.00,,Short,200.0,Hudson County Animal League (HCAL),seven_days
47,Cecelia Jane (CJ),2,1,Kitten,Domestic Short Hair,Tabby (Buff / Tan / Fawn),Medium,Female,"Friendly, Affectionate, Loyal, Gentle, Playful, Smart, Protective, Brave, Curious, Funny, Quiet, Dignified, Couch potato, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,,,Eccentric Kittens,seven_days
48,Gordita and Chalupa,5,0,Kitten,Domestic Short Hair,Black,Medium,Female,"Friendly, Affectionate, Loyal, Gentle, Playful, Smart, Protective, Brave, Curious, Athletic, Funny, Independent, Quiet, Loves kisses, Dignified, Couch potato",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,,,Eccentric Kittens,seven_days
49,Willow,0,0,Young,Domestic Short Hair,Black,Medium,Female,"Friendly, Affectionate, Loyal, Brave, Protective, Smart, Independent, Curious, Playful, Dignified, Quiet, Loves kisses, Couch potato, Funny, Athletic, Gentle",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,,,Eccentric Kittens,seven_days
50,Lulu,0,0,Kitten,Domestic Short Hair,Black,Medium,Female,"Affectionate, Loyal, Gentle, Brave, Protective, Smart, Curious, Playful, Independent, Funny, Athletic, Dignified, Quiet, Friendly, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,,Eccentric Kittens,seven_days
51,Mr. Man,0,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,"Friendly, Affectionate, Loyal, Gentle, Brave, Protective, Smart, Curious, Funny, Athletic, Couch potato, Dignified, Quiet, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,,25.0,Eccentric Kittens,seven_days
52,Gizmo,0,0,Kitten,Domestic Medium Hair & Domestic Long Hair Mix,Buff / Tan / Fawn,Small,Female,"Friendly, Affectionate, Loyal, Gentle, Brave, Protective, Smart, Playful, Curious, Funny, Athletic, Couch potato, Dignified, Quiet, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,Medium,,Eccentric Kittens,seven_days
53,Maskitty,0,0,Kitten,Dilute Tortoiseshell & Domestic Short Hair Mix,Dilute Tortoiseshell,Small,Female,"Affectionate, Gentle, Brave, Protective, Smart, Loyal, Friendly, Playful, Curious, Funny, Athletic, Couch potato, Dignified, Quiet, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,,,Eccentric Kittens,seven_days
54,Happy,0,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Small,Female,"Friendly, Affectionate, Loyal, Gentle, Brave, Protective, Smart, Playful, Curious, Independent, Funny, Athletic, Couch potato, Dignified, Quiet, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,Short,,Eccentric Kittens,seven_days
55,Aries,0,0,Kitten,Domestic Short Hair,Orange / Red,Medium,Male,"Friendly, Affectionate, Loyal, Gentle, Brave, Protective, Smart, Playful, Curious, Independent, Funny, Athletic, Dignified, Quiet, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,Short,,Eccentric Kittens,seven_days
56,Carly,0,0,Kitten,Domestic Short Hair,Gray & White,Medium,Female,"Friendly, Affectionate, Gentle, Playful, Brave, Curious, Quiet, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,,Short,,Eccentric Kittens,seven_days
57,Yoshi,3,0,Adult,Domestic Short Hair,Tabby (Gray / Blue / Silver),Large,Male,"Friendly, Smart, Playful",Yes,"Vaccinations up to date, spayed / neutered.",,,"Other cats, dogs, children.",Short,244.0,Anjellicle Cats Rescue,seven_days
58,Avery,5,0,Kitten,Domestic Long Hair,Black,Small,Female,"Friendly, Affectionate, Smart, Funny, Playful",Yes,"Vaccinations up to date, spayed / neutered.",,,,Long,129.0,Infinite Hope,seven_days
59,Pete,6,0,Kitten,Domestic Short Hair,Orange / Red,Medium,Male,"Friendly, Affectionate, Gentle, Playful",Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,141.0,Infinite Hope,seven_days
60,Tracy,6,0,Kitten,Tuxedo,Black & White / Tuxedo,Medium,Male,"Friendly, Affectionate, Gentle, Playful, Athletic",Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,131.0,Infinite Hope,seven_days
61,Liz,6,0,Kitten,Tortoiseshell,Tortoiseshell,Medium,Female,"Gentle, Playful, Athletic, Quiet",Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,120.0,Infinite Hope,seven_days
62,Jack,6,0,Kitten,Domestic Short Hair,Buff / Tan / Fawn,Large,Male,"Friendly, Affectionate, Playful, Curious, Brave, Smart, Athletic",Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,125.0,Infinite Hope,seven_days
63,Romeo and Guero,4,0,Young,Domestic Short Hair,,Medium,Male,"Friendly, Affectionate, Gentle, Playful",Yes,"Vaccinations up to date, spayed / neutered.",,,,Medium,149.0,The Lucky Cat Rescue,seven_days
64,Jesse,4,0,Senior,Tabby,Gray / Blue / Silver,Large,Male,,Yes,"Vaccinations up to date, spayed / neutered.",Other animals. Humans.,,Other cats.,Medium,62.0,Frankie's Fund for Feline Care and Rescue,seven_days
65,Crescent,0,0,Adult,Domestic Short Hair,Tabby (Brown / Chocolate),Medium,Female,"Independent, Quiet, Smart",Yes,"Vaccinations up to date, spayed / neutered.",,$150.00,"Dogs, children.",,96.0,Union City Feral Cat Committee,seven_days
66,Toby,4,0,Kitten,Domestic Short Hair,Tabby (Brown / Chocolate),Medium,Male,"Friendly, Affectionate, Playful, Smart, Brave, Curious, Gentle, Funny",Yes,,,,,,112.0,Union City Feral Cat Committee,seven_days
67,Panda,0,0,Adult,Domestic Short Hair & Tuxedo Mix,Black & White / Tuxedo,Medium,Male,"Friendly, Playful, Smart, Curious, Independent",Yes,"Vaccinations up to date, spayed / neutered.",,$150.00,Dogs.,,78.0,Union City Feral Cat Committee,seven_days
68,Mirage,0,0,Adult,Domestic Short Hair & Tortoiseshell Mix,Tortoiseshell,Medium,Female,"Gentle, Smart, Quiet, Independent, Affectionate, Friendly",Yes,"Vaccinations up to date, spayed / neutered.",,$150.00,"Dogs, children.",,85.0,Union City Feral Cat Committee,seven_days
69,Finley,6,0,Adult,Domestic Short Hair,Orange & White,Medium,Male,"Friendly, Affectionate, Playful, Funny, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Children.,$125.00,Other cats.,Short,111.0,Union City Animal Trust,seven_days
70,Miss Misstoffelees,6,0,Young,Domestic Short Hair,Black,Medium,Female,", Affectionate, Gentle, Playful, Friendly, Curious, Funny, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$150.00,"Dogs, children.",Short,364.0,AdvoCat Rescue,seven_days
71,Fries & Mash - Bonded Brothers,6,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Small,Male,"Friendly, Affectionate, Playful, Gentle, Curious, Independent, Funny, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$125.00,Children.,Short,229.0,AdvoCat Rescue,seven_days
72,Mash & Fries - Bonded Brothers,6,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Small,Male,"Playful, Gentle, Curious, Independent, Funny, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$125.00,Children.,Short,229.0,AdvoCat Rescue,seven_days
73,The Jimmy,6,0,Kitten,Domestic Short Hair,Gray & White,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$200.00,,Short,264.0,AdvoCat Rescue,seven_days
74,Hermione - Hogwarts Kittens,6,0,Kitten,Domestic Short Hair,Calico,Medium,Female,,Yes,Vaccinations up to date.,Other cats.,$200.00,,Short,244.0,AdvoCat Rescue,seven_days
75,Ron - Hogwarts Kittens,6,0,Kitten,Domestic Short Hair,Tabby (Buff / Tan / Fawn),Medium,Male,,Yes,Vaccinations up to date.,Other cats.,$200.00,,Short,244.0,AdvoCat Rescue,seven_days
76,Harry - Hogwarts Kittens,6,0,Kitten,Domestic Short Hair,Buff / Tan / Fawn,Medium,Male,,Yes,Vaccinations up to date.,Other cats.,$200.00,,Short,244.0,AdvoCat Rescue,seven_days
77,Swirly,5,0,Senior,Tabby,Tabby (Gray / Blue / Silver),Medium,Male,"Loyal, Affectionate, Gentle, Smart, Brave, Quiet",Yes,"Vaccinations up to date, spayed / neutered.",,,"Other cats, dogs, children.",Short,105.0,KittyKaretakers of Queens,seven_days
78,Sylvester,5,0,Senior,Domestic Short Hair,Black & White / Tuxedo,Large,Male,"Friendly, Affectionate, Loyal, Playful, Smart, Brave, Curious, Dignified",Yes,"Vaccinations up to date, spayed / neutered.",,$100.00,"Other cats, dogs, children.",Short,213.0,Sunset Park Cats,seven_days
79,Oscar,6,0,Adult,Domestic Short Hair & Bengal Mix,Tabby (Leopard / Spotted),Large,Male,"Friendly, Playful, Smart, Brave, Curious, Independent, Funny, Athletic, Dignified",Yes,"Vaccinations up to date, spayed / neutered.",,$100.00,"Other cats, dogs, children.",Short,121.0,Sunset Park Cats,seven_days
80,Heather,3,1,Young,Domestic Short Hair,Dilute Tortoiseshell,Medium,Female,"Friendly, Affectionate, Loyal, Gentle, Playful, Independent, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,Dogs.,Short,73.0,Happy Friends Rescue,seven_days
81,Sherlock & Watson,6,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,"Friendly, Affectionate, Gentle, Loyal",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",$325.00,,Short,68.0,Saving Cats & Kittens of Brooklyn,seven_days
82,Bulldog,3,1,Young,Domestic Long Hair,Black & White / Tuxedo,Large,Male,"Friendly, Affectionate, Gentle, Couch potato, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered, special needs.","Other cats, children.",$150.00,,Long,249.0,Bronx Tails Cat Rescue,seven_days
83,Bruno (M) and Marsi (F) - BONDED PAIR,6,0,Kitten,Domestic Short Hair & Tabby Mix,Black,Medium,Male,"Athletic, Friendly, Energetic, Playful, Affectionate, Curious",Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,305.0,Bronx Tails Cat Rescue,seven_days
84,LEXI N.,3,1,Young,Domestic Short Hair,Tabby (Leopard / Spotted),Small,Female,"Friendly, Affectionate, Loyal, Gentle, Quiet, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",,,,Short,79.0,Bronx Tails Cat Rescue,seven_days
85,Penny,1,1,Kitten,Dilute Tortoiseshell,Dilute Tortoiseshell,Small,Female,"Playful, Friendly, Gentle",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,,Short,39.0,Who Rescued Who Animal Rescue,seven_days
86,Miss Misstoffelees,6,0,Young,Domestic Short Hair,Black,Medium,Female,", Affectionate, Gentle, Playful, Friendly, Curious, Funny, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$150.00,"Dogs, children.",Short,364.0,AdvoCat Rescue,seven_days
87,Fries & Mash - Bonded Brothers,6,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Small,Male,"Friendly, Affectionate, Playful, Gentle, Curious, Independent, Funny, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$125.00,Children.,Short,229.0,AdvoCat Rescue,seven_days
88,Mash & Fries - Bonded Brothers,6,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Small,Male,"Playful, Gentle, Curious, Independent, Funny, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$125.00,Children.,Short,229.0,AdvoCat Rescue,seven_days
89,The Jimmy,6,0,Kitten,Domestic Short Hair,Gray & White,Medium,Male,,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$200.00,,Short,264.0,AdvoCat Rescue,seven_days
90,Hermione - Hogwarts Kittens,6,0,Kitten,Domestic Short Hair,Calico,Medium,Female,,Yes,Vaccinations up to date.,Other cats.,$200.00,,Short,244.0,AdvoCat Rescue,seven_days
91,Ron - Hogwarts Kittens,6,0,Kitten,Domestic Short Hair,Tabby (Buff / Tan / Fawn),Medium,Male,,Yes,Vaccinations up to date.,Other cats.,$200.00,,Short,244.0,AdvoCat Rescue,seven_days
92,Harry - Hogwarts Kittens,6,0,Kitten,Domestic Short Hair,Buff / Tan / Fawn,Medium,Male,,Yes,Vaccinations up to date.,Other cats.,$200.00,,Short,244.0,AdvoCat Rescue,seven_days
93,Casper,3,0,Adult,Domestic Short Hair,Gray & White,Medium,Male,"Friendly, Affectionate, Smart, Gentle",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$150.00,,Short,34.0,Brooklyn Adoptables,seven_days
94,Sally,3,0,Adult,Bombay,Black,Medium,Female,"Friendly, Playful, Curious, Smart",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$150.00,,Short,34.0,Brooklyn Adoptables,seven_days
95,Kira,3,0,Young,Calico,Calico,Small,Female,"Friendly, Affectionate, Loyal, Playful, Smart, Curious",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,,Short,39.0,Brooklyn Adoptables,seven_days
96,Pudder,3,0,Young,American Shorthair & Tabby Mix,Tabby (Buff / Tan / Fawn),Medium,Male,"Friendly, Affectionate, Loyal, Gentle, Playful, Curious, Funny, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",,,,Medium,77.0,Adopt-A-Buddy,seven_days
97,Stacey,3,0,Young,Domestic Short Hair,Black & White / Tuxedo,Medium,Female,"Friendly, Affectionate, Loves kisses, Gentle, Playful",Yes,"Vaccinations up to date, spayed / neutered.",Children.,,Other cats.,Short,59.0,Brooklyn Adoptables,seven_days
98,The Cliffs,4,0,Kitten,Domestic Short Hair,Black,Small,Male,"Friendly, Affectionate, Loyal, Gentle, Playful, Smart",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",$150.00,,Short,68.0,Animal Life Savers Inc.,seven_days
99,MetroRock,3,0,Kitten,Domestic Short Hair,Black,Small,Male,"Friendly, Affectionate, Loyal, Gentle, Smart, Playful",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",$150.00,,Short,67.0,Animal Life Savers Inc.,seven_days
100,Vital,5,0,Kitten,Domestic Short Hair,Black,Small,Male,"Affectionate, Friendly, Loyal, Gentle, Playful, Smart",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",$150.00,,Short,67.0,Animal Life Savers Inc.,seven_days
