,cat_name,num_images,num_videos,age,color,sex,good_in_a_home_with,adoption_fee,prefers_a_home_without,coat_length,pet_story_num_words,rescue_group,data_set,cat_id,thirty_days,without_story,coat_length_miss,color_miss,more_than_1_cat,video,num_pictures,pictures,breed_type,Days_On_Site,color_new
658,Boots,3,0,Young,Black & White / Tuxedo,Male,"Other cats, dogs.",,,,306.0,Brooklyn Bridge Animal Welfare Coalition,thirty_days,Boots Brooklyn Bridge Animal Welfare Coalition,True,False,unknown,Black & White / Tuxedo,False,False,3,True,DSH,Thirty Days Plus,Black & White / Tuxedo
659,Ardilla,3,0,Adult,,Female,,,,,97.0,KittyKind,thirty_days,Ardilla KittyKind,True,False,unknown,unknown,False,False,3,True,DSH,Thirty Days Plus,Other
660,Love and Hope,5,0,Kitten,,Male,,,,,66.0,KittyKind,thirty_days,Love and Hope KittyKind,True,False,unknown,unknown,True,False,5,True,DSH,Thirty Days Plus,Other
661,Olivia,0,0,Kitten,,Female,,,,,51.0,KittyKind,thirty_days,Olivia KittyKind,True,False,unknown,unknown,False,False,0,False,DSH,Thirty Days Plus,Other
662,Hope and Love,4,0,Kitten,,Male,,,,,65.0,KittyKind,thirty_days,Hope and Love KittyKind,True,False,unknown,unknown,True,False,4,True,DSH,Thirty Days Plus,Other
663,Buttercup: Courtesy Post,6,0,Adult,,Female,,,,,153.0,KittyKind,thirty_days,Buttercup: Courtesy Post KittyKind,True,False,unknown,unknown,False,False,6,True,DSH,Thirty Days Plus,Other
664,KITTENS!,5,0,Kitten,,Male,,,,,139.0,KittyKind,thirty_days,KITTENS! KittyKind,True,False,unknown,unknown,False,False,5,True,DSH,Thirty Days Plus,Other
665,Meg,6,0,Adult,,Female,,,Other cats.,,82.0,KittyKind,thirty_days,Meg KittyKind,True,False,unknown,unknown,False,False,6,True,DSH,Thirty Days Plus,Other
666,Snuggles and Pepper: courtesy post,0,0,Senior,,Female,,,,,69.0,KittyKind,thirty_days,Snuggles and Pepper: courtesy post KittyKind,True,False,unknown,unknown,True,False,0,False,DSH,Thirty Days Plus,Other
667,Pepper and Snuggles: courtesy post,0,0,Senior,,Male,,,,,69.0,KittyKind,thirty_days,Pepper and Snuggles: courtesy post KittyKind,True,False,unknown,unknown,True,False,0,False,DSH,Thirty Days Plus,Other
668,Turtle,6,0,Adult,,Male,,,,,222.0,KittyKind,thirty_days,Turtle KittyKind,True,False,unknown,unknown,False,False,6,True,DSH,Thirty Days Plus,Other
669,April,5,0,Senior,,Female,,,,,203.0,KittyKind,thirty_days,April KittyKind,True,False,unknown,unknown,False,False,5,True,DSH,Thirty Days Plus,Other
670,Montezuma: Courtesy Post,5,0,Senior,,Male,,,,,107.0,KittyKind,thirty_days,Montezuma: Courtesy Post KittyKind,True,False,unknown,unknown,False,False,5,True,DSH,Thirty Days Plus,Other
671,Lily: Courtesy Post,2,0,Young,,Female,,,,,143.0,KittyKind,thirty_days,Lily: Courtesy Post KittyKind,True,False,unknown,unknown,False,False,2,True,DSH,Thirty Days Plus,Other
672,Ranger: Courtesy Post,4,0,Adult,,Male,,,,,52.0,KittyKind,thirty_days,Ranger: Courtesy Post KittyKind,True,False,unknown,unknown,False,False,4,True,DSH,Thirty Days Plus,Other
673,Ava and Daniel: Courtesy Post,6,0,Adult,,Female,,,,,133.0,KittyKind,thirty_days,Ava and Daniel: Courtesy Post KittyKind,True,False,unknown,unknown,True,False,6,True,DSH,Thirty Days Plus,Other
674,Daniel and Ava: Courtesy Post,6,0,Adult,,Male,,,,,133.0,KittyKind,thirty_days,Daniel and Ava: Courtesy Post KittyKind,True,False,unknown,unknown,True,False,6,True,DSH,Thirty Days Plus,Other
675,Roy: Courtesy Post,4,0,Senior,,Male,,,,,287.0,KittyKind,thirty_days,Roy: Courtesy Post KittyKind,True,False,unknown,unknown,False,False,4,True,DSH,Thirty Days Plus,Other
676,Sweet Shadow: Courtesy Post,5,0,Adult,,Male,,,,,157.0,KittyKind,thirty_days,Sweet Shadow: Courtesy Post KittyKind,True,False,unknown,unknown,False,False,5,True,DSH,Thirty Days Plus,Other
677,Rufus,3,0,Adult,,Male,,,,,141.0,KittyKind,thirty_days,Rufus KittyKind,True,False,unknown,unknown,False,False,3,True,DSH,Thirty Days Plus,Other
678,Obi Wan,2,0,Senior,,Male,,,,,167.0,KittyKind,thirty_days,Obi Wan KittyKind,True,False,unknown,unknown,False,False,2,True,DSH,Thirty Days Plus,Other
679,Vasily,3,0,Adult,,Male,,,,,179.0,KittyKind,thirty_days,Vasily KittyKind,True,False,unknown,unknown,False,False,3,True,DSH,Thirty Days Plus,Other
680,Rosalita: Courtesy Post,6,0,Senior,,Female,,,,,46.0,KittyKind,thirty_days,Rosalita: Courtesy Post KittyKind,True,False,unknown,unknown,False,False,6,True,DSH,Thirty Days Plus,Other
681,Cinnabun (and Tigress),6,0,Senior,,Male,,,,,190.0,KittyKind,thirty_days,Cinnabun (and Tigress) KittyKind,True,False,unknown,unknown,False,False,6,True,DSH,Thirty Days Plus,Other
682,Tigress (and Cinnabon),6,0,Senior,,Female,,,,,190.0,KittyKind,thirty_days,Tigress (and Cinnabon) KittyKind,True,False,unknown,unknown,False,False,6,True,DSH,Thirty Days Plus,Other
683,Monkey,2,0,Senior,Tortoiseshell,Female,,,"Other cats, dogs, children.",Short,154.0,Companion Animal Placement,thirty_days,Monkey Companion Animal Placement,True,False,Short,Tortoiseshell,False,False,2,True,DSH,Thirty Days Plus,Tortoiseshell
684,Hilo,0,0,Adult,Black & White / Tuxedo,Female,Other cats.,,"Dogs, children.",Short,96.0,Companion Animal Placement,thirty_days,Hilo Companion Animal Placement,True,False,Short,Black & White / Tuxedo,False,False,0,False,DSH,Thirty Days Plus,Black & White / Tuxedo
685,Maya,6,0,Adult,Tabby (Brown / Chocolate),Female,,,"Other cats, dogs, children.",Short,357.0,Pad Paws Rescue,thirty_days,Maya Pad Paws Rescue,True,False,Short,Tabby (Brown / Chocolate),False,False,6,True,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
686,Bali,5,0,Adult,Tabby (Brown / Chocolate),Male,Other cats.,,Children.,Short,115.0,Jersey Tails,thirty_days,Bali Jersey Tails,True,False,Short,Tabby (Brown / Chocolate),False,False,5,True,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
687,Orange,4,1,Kitten,Black,Male,"Other cats, dogs, children.",,,,221.0,PupStarz Rescue,thirty_days,Orange PupStarz Rescue,True,False,unknown,Black,False,True,4,True,DSH,Thirty Days Plus,Black
688,Purple,5,0,Kitten,Black,Male,"Other cats, dogs, children.",,,,226.0,PupStarz Rescue,thirty_days,Purple PupStarz Rescue,True,False,unknown,Black,False,False,5,True,DSH,Thirty Days Plus,Black
689,Green,4,0,Kitten,Black,Male,"Other cats, dogs, children.",,,,220.0,PupStarz Rescue,thirty_days,Green PupStarz Rescue,True,False,unknown,Black,False,False,4,True,DSH,Thirty Days Plus,Black
690,Jacalyn,4,0,Kitten,Tabby (Buff / Tan / Fawn),Female,"Other cats, dogs.",,,,95.0,PupStarz Rescue,thirty_days,Jacalyn PupStarz Rescue,True,False,unknown,Tabby (Buff / Tan / Fawn),False,False,4,True,DSH,Thirty Days Plus,Tabby (Buff / Tan / Fawn)
691,Jack,6,0,Kitten,Tabby (Buff / Tan / Fawn),Male,Other cats.,,,,298.0,PupStarz Rescue,thirty_days,Jack PupStarz Rescue,True,False,unknown,Tabby (Buff / Tan / Fawn),False,False,6,True,DSH,Thirty Days Plus,Tabby (Buff / Tan / Fawn)
692,Bodhi,6,0,Young,Tabby (Buff / Tan / Fawn),Male,,,,Short,169.0,Empty Cages Collective,thirty_days,Bodhi Empty Cages Collective,True,False,Short,Tabby (Buff / Tan / Fawn),False,False,6,True,DSH,Thirty Days Plus,Tabby (Buff / Tan / Fawn)
693,Ruby,2,0,Senior,Black,Female,"Other cats, children.",,,Short,227.0,North Brooklyn Cats,thirty_days,Ruby North Brooklyn Cats,True,False,Short,Black,False,False,2,True,DSH,Thirty Days Plus,Black
694,Owen,3,0,Senior,Tabby (Brown / Chocolate),Male,Children.,,Other cats.,Short,87.0,North Brooklyn Cats,thirty_days,Owen North Brooklyn Cats,True,False,Short,Tabby (Brown / Chocolate),False,False,3,True,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
695,Clawdia,5,0,Young,Black,Female,Other cats.,,,Short,88.0,For Animals Inc. - Shelter,thirty_days,Clawdia For Animals Inc. - Shelter,True,False,Short,Black,False,False,5,True,Other,Thirty Days Plus,Black
696,Scarlett & Bessela,5,0,Adult,Tabby (Buff / Tan / Fawn),Female,,,,Short,170.0,For Animals Inc. - Shelter,thirty_days,Scarlett & Bessela For Animals Inc. - Shelter,True,False,Short,Tabby (Buff / Tan / Fawn),True,False,5,True,DSH,Thirty Days Plus,Tabby (Buff / Tan / Fawn)
697,Helen,3,0,Senior,Tabby (Brown / Chocolate),Female,Other cats.,,,Short,193.0,For Animals Inc. - Shelter,thirty_days,Helen For Animals Inc. - Shelter,True,False,Short,Tabby (Brown / Chocolate),False,False,3,True,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
698,Windsor,5,1,Young,Orange & White,Male,Other cats.,,Children.,Short,152.0,For Animals Inc. - Shelter,thirty_days,Windsor For Animals Inc. - Shelter,True,False,Short,Orange & White,False,True,5,True,DSH,Thirty Days Plus,Orange & White
699,Bruce,6,0,Young,Tabby (Brown / Chocolate),Male,Other cats.,,,Short,220.0,For Animals Inc. - Shelter,thirty_days,Bruce For Animals Inc. - Shelter,True,False,Short,Tabby (Brown / Chocolate),False,False,6,True,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
700,Vanilla Vulture,3,0,Kitten,Black,Female,"Other cats, dogs, children.",,,Short,0.0,Liberty Humane Society,thirty_days,Vanilla Vulture Liberty Humane Society,True,True,Short,Black,False,False,3,True,DSH,Thirty Days Plus,Black
701,Momcat C FEE WAIVED,3,1,Adult,Tabby (Brown / Chocolate),Female,,,,Short,149.0,Liberty Humane Society,thirty_days,Momcat C FEE WAIVED Liberty Humane Society,True,False,Short,Tabby (Brown / Chocolate),False,True,3,True,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
702,Tostitos (SPECIAL BEHAVIOR NEEDS) FEE WAIVED,2,1,Adult,Black,Male,Other cats.,,"Dogs, children.",Short,419.0,Liberty Humane Society,thirty_days,Tostitos (SPECIAL BEHAVIOR NEEDS) FEE WAIVED Liberty Humane Society,True,False,Short,Black,False,True,2,True,DSH,Thirty Days Plus,Black
703,Sylvester FEE WAIVED,5,1,Adult,Black & White / Tuxedo,Male,Other cats.,,,Short,181.0,Liberty Humane Society,thirty_days,Sylvester FEE WAIVED Liberty Humane Society,True,False,Short,Black & White / Tuxedo,False,True,5,True,DSH,Thirty Days Plus,Black & White / Tuxedo
704,"Larry, Curly & Mo",4,0,Kitten,Tabby (Gray / Blue / Silver),Male,,,,,112.0,"Tails of Love Animal Rescue, Inc.",thirty_days,"Larry, Curly & Mo Tails of Love Animal Rescue, Inc.",True,False,unknown,Tabby (Gray / Blue / Silver),True,False,4,True,DSH,Thirty Days Plus,Tabby (Gray / Blue / Silver)
705,Kittens Kittens Kittens,3,0,Kitten,Black,Female,,,,Short,100.0,"Tails of Love Animal Rescue, Inc.",thirty_days,"Kittens Kittens Kittens Tails of Love Animal Rescue, Inc.",True,False,Short,Black,False,False,3,True,DSH,Thirty Days Plus,Black
706,Negrita,6,0,Adult,Black,Female,Dogs.,,,Short,208.0,"Tails of Love Animal Rescue, Inc.",thirty_days,"Negrita Tails of Love Animal Rescue, Inc.",True,False,Short,Black,False,False,6,True,DSH,Thirty Days Plus,Black
707,Midnight,6,0,Young,Black,Male,Other cats.,,,Short,143.0,"Tails of Love Animal Rescue, Inc.",thirty_days,"Midnight Tails of Love Animal Rescue, Inc.",True,False,Short,Black,False,False,6,True,DSH,Thirty Days Plus,Black
708,Samantha,0,0,Senior,Gray & White,Female,"Other cats, dogs.",,,,0.0,Final Hope Animal Rescue and Sanctuary,thirty_days,Samantha Final Hope Animal Rescue and Sanctuary,True,True,unknown,Gray & White,False,False,0,False,DSH,Thirty Days Plus,Gray & White
709,Sara,6,0,Adult,Black & White / Tuxedo,Female,"Other cats, dogs.",,,,81.0,Final Hope Animal Rescue and Sanctuary,thirty_days,Sara Final Hope Animal Rescue and Sanctuary,True,False,unknown,Black & White / Tuxedo,False,False,6,True,DSH,Thirty Days Plus,Black & White / Tuxedo
710,Frankie (Ava),2,0,Adult,,Female,"Other cats, dogs.",,,,0.0,Final Hope Animal Rescue and Sanctuary,thirty_days,Frankie (Ava) Final Hope Animal Rescue and Sanctuary,True,True,unknown,unknown,False,False,2,True,DSH,Thirty Days Plus,Other
711,Emma,5,0,Senior,Black & White / Tuxedo,Female,Other cats.,,,,39.0,Final Hope Animal Rescue and Sanctuary,thirty_days,Emma Final Hope Animal Rescue and Sanctuary,True,False,unknown,Black & White / Tuxedo,False,False,5,True,DSH,Thirty Days Plus,Black & White / Tuxedo
712,Weezie,3,0,Senior,Black & White / Tuxedo,Female,"Other cats, dogs.",,,,5.0,Final Hope Animal Rescue and Sanctuary,thirty_days,Weezie Final Hope Animal Rescue and Sanctuary,True,False,unknown,Black & White / Tuxedo,False,False,3,True,DSH,Thirty Days Plus,Black & White / Tuxedo
713,Sweet Pea,3,0,Senior,Black,Male,Other cats.,,,,0.0,Final Hope Animal Rescue and Sanctuary,thirty_days,Sweet Pea Final Hope Animal Rescue and Sanctuary,True,True,unknown,Black,False,False,3,True,Other,Thirty Days Plus,Black
714,Miami,0,0,Adult,Black & White / Tuxedo,Male,Other cats.,,,,0.0,Final Hope Animal Rescue and Sanctuary,thirty_days,Miami Final Hope Animal Rescue and Sanctuary,True,True,unknown,Black & White / Tuxedo,False,False,0,False,DSH,Thirty Days Plus,Black & White / Tuxedo
715,Sabby,0,0,Adult,Black & White / Tuxedo,Male,Other cats.,,,,29.0,Final Hope Animal Rescue and Sanctuary,thirty_days,Sabby Final Hope Animal Rescue and Sanctuary,True,False,unknown,Black & White / Tuxedo,False,False,0,False,DSH,Thirty Days Plus,Black & White / Tuxedo
716,Tessa,6,0,Adult,Tabby (Brown / Chocolate),Female,Other cats.,,,,45.0,Final Hope Animal Rescue and Sanctuary,thirty_days,Tessa Final Hope Animal Rescue and Sanctuary,True,False,unknown,Tabby (Brown / Chocolate),False,False,6,True,DSH,Thirty Days Plus,Tabby (Brown / Chocolate)
717,Lola,0,0,Adult,,Female,Other cats.,,,,0.0,Final Hope Animal Rescue and Sanctuary,thirty_days,Lola Final Hope Animal Rescue and Sanctuary,True,True,unknown,unknown,False,False,0,False,DSH,Thirty Days Plus,Other
718,Carla,4,0,Adult,,Female,Other cats.,$175.00,,,27.0,Final Hope Animal Rescue and Sanctuary,thirty_days,Carla Final Hope Animal Rescue and Sanctuary,True,False,unknown,unknown,False,False,4,True,DSH,Thirty Days Plus,Other
719,James,5,0,Adult,Black & White / Tuxedo,Male,Other cats.,,,,31.0,Final Hope Animal Rescue and Sanctuary,thirty_days,James Final Hope Animal Rescue and Sanctuary,True,False,unknown,Black & White / Tuxedo,False,False,5,True,DSH,Thirty Days Plus,Black & White / Tuxedo
720,Shamrock,0,0,Adult,Gray / Blue / Silver,Male,Other cats.,,,,0.0,Final Hope Animal Rescue and Sanctuary,thirty_days,Shamrock Final Hope Animal Rescue and Sanctuary,True,True,unknown,Gray / Blue / Silver,False,False,0,False,DSH,Thirty Days Plus,Gray / Blue / Silver
721,Mama,2,0,Senior,Gray & White,Female,"Other cats, dogs.",,,,0.0,Final Hope Animal Rescue and Sanctuary,thirty_days,Mama Final Hope Animal Rescue and Sanctuary,True,True,unknown,Gray & White,False,False,2,True,DSH,Thirty Days Plus,Gray & White
722,Lucky,6,0,Adult,Black & White / Tuxedo,Male,Other cats.,,,,44.0,Final Hope Animal Rescue and Sanctuary,thirty_days,Lucky Final Hope Animal Rescue and Sanctuary,True,False,unknown,Black & White / Tuxedo,False,False,6,True,DSH,Thirty Days Plus,Black & White / Tuxedo
723,Spam,6,0,Kitten,Tabby (Gray / Blue / Silver),Male,"Other cats, children.",,,Short,134.0,Whiskers-aGoGo Inc,thirty_days,Spam Whiskers-aGoGo Inc,True,False,Short,Tabby (Gray / Blue / Silver),False,False,6,True,Other,Thirty Days Plus,Tabby (Gray / Blue / Silver)
724,King Meow,4,0,Adult,Black,Male,Other cats.,,,Short,270.0,Whiskers-aGoGo Inc,thirty_days,King Meow Whiskers-aGoGo Inc,True,False,Short,Black,False,False,4,True,DSH,Thirty Days Plus,Black
725,Sid,5,1,Kitten,Black,Male,Other cats.,,,Short,89.0,Greenpoint Cats,thirty_days,Sid Greenpoint Cats,True,False,Short,Black,False,True,5,True,Other,Thirty Days Plus,Black
726,Handsome,5,1,Kitten,Black,Male,Other cats.,,,Short,71.0,Greenpoint Cats,thirty_days,Handsome Greenpoint Cats,True,False,Short,Black,False,True,5,True,DSH,Thirty Days Plus,Black
727,Streusel,4,1,Adult,Calico,Female,,,,Short,107.0,Greenpoint Cats,thirty_days,Streusel Greenpoint Cats,True,False,Short,Calico,False,True,4,True,DSH,Thirty Days Plus,Calico
728,Morgan,3,1,Adult,Tabby (Tiger Striped),Male,Other cats.,,,Short,84.0,Greenpoint Cats,thirty_days,Morgan Greenpoint Cats,True,False,Short,Tabby (Tiger Striped),False,True,3,True,DSH,Thirty Days Plus,Tabby (Tiger Striped)
729,pinto,5,1,Young,Black & White / Tuxedo,Male,Other cats.,,,Short,110.0,Greenpoint Cats,thirty_days,pinto Greenpoint Cats,True,False,Short,Black & White / Tuxedo,False,True,5,True,DSH,Thirty Days Plus,Black & White / Tuxedo
730,Juliet,5,1,Adult,Black & White / Tuxedo,Female,Other cats.,,,Short,138.0,Greenpoint Cats,thirty_days,Juliet Greenpoint Cats,True,False,Short,Black & White / Tuxedo,False,True,5,True,DSH,Thirty Days Plus,Black & White / Tuxedo
731,Otis,5,1,Adult,Tabby (Tiger Striped),Male,Other cats.,,,Short,185.0,Greenpoint Cats,thirty_days,Otis Greenpoint Cats,True,False,Short,Tabby (Tiger Striped),False,True,5,True,DSH,Thirty Days Plus,Tabby (Tiger Striped)
732,Tiger,0,0,Kitten,Tabby (Gray / Blue / Silver),Male,"Other cats, dogs.",,,Short,77.0,Global Canine & Feline Rescue Association,thirty_days,Tiger Global Canine & Feline Rescue Association,True,False,Short,Tabby (Gray / Blue / Silver),False,False,0,False,DSH,Thirty Days Plus,Tabby (Gray / Blue / Silver)
733,Nova,2,0,Kitten,Black & White / Tuxedo,Female,"Other cats, dogs.",,Children.,Short,40.0,Global Canine & Feline Rescue Association,thirty_days,Nova Global Canine & Feline Rescue Association,True,False,Short,Black & White / Tuxedo,False,False,2,True,DSH,Thirty Days Plus,Black & White / Tuxedo
734,Ghost,3,0,Young,,Female,,,,,271.0,Good Home Pet Adoptions,thirty_days,Ghost Good Home Pet Adoptions,True,False,unknown,unknown,False,False,3,True,DSH,Thirty Days Plus,Other
735,Gordo: What a doll!!,3,0,Young,Black & White / Tuxedo,Male,Other cats.,,Dogs.,,241.0,Brooklyn Animal Action,thirty_days,Gordo: What a doll!! Brooklyn Animal Action,True,False,unknown,Black & White / Tuxedo,False,False,3,True,DSH,Thirty Days Plus,Black & White / Tuxedo
736,Rye & Churro: Delicious Delights!,3,0,Kitten,,Male,"Other cats, dogs, children.",,,,211.0,Brooklyn Animal Action,thirty_days,Rye & Churro: Delicious Delights! Brooklyn Animal Action,True,False,unknown,unknown,True,False,3,True,DSH,Thirty Days Plus,Other
737,Barbara the Brave,3,0,Adult,,Female,,,,,308.0,Brooklyn Animal Action,thirty_days,Barbara the Brave Brooklyn Animal Action,True,False,unknown,unknown,False,False,3,True,DSH,Thirty Days Plus,Other
738,Tango & Cash,3,0,Kitten,,Female,"Other cats, dogs, children.",,,,134.0,Brooklyn Animal Action,thirty_days,Tango & Cash Brooklyn Animal Action,True,False,unknown,unknown,True,False,3,True,DSH,Thirty Days Plus,Other
739,Bella and Ducky: 2 Sweet Kittens,3,0,Kitten,,Male,"Other cats, dogs, children.",,,,139.0,Brooklyn Animal Action,thirty_days,Bella and Ducky: 2 Sweet Kittens Brooklyn Animal Action,True,False,unknown,unknown,True,False,3,True,DSH,Thirty Days Plus,Other
740,Ollie and Zoe: 2 Male Baby Cats!,3,0,Kitten,,Male,"Other cats, dogs, children.",,,,122.0,Brooklyn Animal Action,thirty_days,Ollie and Zoe: 2 Male Baby Cats! Brooklyn Animal Action,True,False,unknown,unknown,True,False,3,True,DSH,Thirty Days Plus,Other
741,Bow Tie & Spats: Dynamic Dressed up b/w Duo!,3,0,Kitten,Black & White / Tuxedo,Female,"Other cats, dogs, children.",,,,227.0,Brooklyn Animal Action,thirty_days,Bow Tie & Spats: Dynamic Dressed up b/w Duo! Brooklyn Animal Action,True,False,unknown,Black & White / Tuxedo,True,False,3,True,DSH,Thirty Days Plus,Black & White / Tuxedo
742,Venus and Vincent,3,0,Kitten,,Female,Other cats.,,,,159.0,Brooklyn Animal Action,thirty_days,Venus and Vincent Brooklyn Animal Action,True,False,unknown,unknown,True,False,3,True,DSH,Thirty Days Plus,Other
743,Chewy and Mr. Waffles,3,0,Kitten,,Female,Other cats.,,,,276.0,Brooklyn Animal Action,thirty_days,Chewy and Mr. Waffles Brooklyn Animal Action,True,False,unknown,unknown,True,False,3,True,DSH,Thirty Days Plus,Other
744,Super Playful Siblings Daphne & Dandelion,3,0,Kitten,,Female,Other cats.,,,,185.0,Brooklyn Animal Action,thirty_days,Super Playful Siblings Daphne & Dandelion Brooklyn Animal Action,True,False,unknown,unknown,True,False,3,True,DSH,Thirty Days Plus,Other
745,Gentle Girls MooMoo & Ella,3,0,Adult,Black & White / Tuxedo,Female,Other cats.,,,,191.0,Brooklyn Animal Action,thirty_days,Gentle Girls MooMoo & Ella Brooklyn Animal Action,True,False,unknown,Black & White / Tuxedo,True,False,3,True,DSH,Thirty Days Plus,Black & White / Tuxedo
